mysql> select * from event_records where tags='drug';
+------+--------------------------------------+-------+---------------------+------------------------------------------------------------------------------+------------------------------------------------------------------------------+----------+---------------------+------+
| id   | uuid                                 | title | timestamp           | uri                                                                          | object                                                                       | category | date_created        | tags |
| 4265 | 24de0605-ae8a-44d7-9f19-34c55963fa3c | drug  | 2024-01-25 10:34:11 | /openmrs/ws/rest/v1/reference-data/drug/44580ce7-7d17-4d88-81fe-18b4f7c55135 | /openmrs/ws/rest/v1/reference-data/drug/44580ce7-7d17-4d88-81fe-18b4f7c55135 | drug     | 2024-01-25 10:34:11 | drug |
| 4266 | 29cad699-8b03-46d8-bb1d-cd80d4863d84 | drug  | 2024-01-25 10:34:15 | /openmrs/ws/rest/v1/reference-data/drug/e38870e8-e34d-4724-af71-2e18e6886209 | /openmrs/ws/rest/v1/reference-data/drug/e38870e8-e34d-4724-af71-2e18e6886209 | drug     | 2024-01-25 10:34:14 | drug |
| 4267 | 15d92df5-d8da-460b-b6c1-361bbb30cb20 | drug  | 2024-01-25 10:34:17 | /openmrs/ws/rest/v1/reference-data/drug/2eb862a6-8f44-4a12-9d81-803857d7f2a5 | /openmrs/ws/rest/v1/reference-data/drug/2eb862a6-8f44-4a12-9d81-803857d7f2a5 | drug     | 2024-01-25 10:34:17 | drug |
| 4268 | 5373724f-b526-42e5-aea7-4d4324f9e410 | drug  | 2024-01-25 10:34:20 | /openmrs/ws/rest/v1/reference-data/drug/0f68c426-58b6-43ca-ad6d-2e83e22c2580 | /openmrs/ws/rest/v1/reference-data/drug/0f68c426-58b6-43ca-ad6d-2e83e22c2580 | drug     | 2024-01-25 10:34:19 | drug |
| 4269 | 50e20ec5-18e8-4936-ba8e-191afc38c508 | drug  | 2024-01-25 10:34:23 | /openmrs/ws/rest/v1/reference-data/drug/376085be-0507-48c6-b285-a6a422c3d07d | /openmrs/ws/rest/v1/reference-data/drug/376085be-0507-48c6-b285-a6a422c3d07d | drug     | 2024-01-25 10:34:23 | drug |
| 4270 | be4bc76d-848e-4682-9e14-53bf064fe7ae | drug  | 2024-01-25 10:34:26 | /openmrs/ws/rest/v1/reference-data/drug/28d167d7-2b45-42bc-a3b0-14db51e2b114 | /openmrs/ws/rest/v1/reference-data/drug/28d167d7-2b45-42bc-a3b0-14db51e2b114 | drug     | 2024-01-25 10:34:26 | drug |
| 4271 | a963992a-45bf-48d4-84c1-1a24e150f1ef | drug  | 2024-01-25 10:34:29 | /openmrs/ws/rest/v1/reference-data/drug/eb793039-14ca-4eff-9878-948d6fe36569 | /openmrs/ws/rest/v1/reference-data/drug/eb793039-14ca-4eff-9878-948d6fe36569 | drug     | 2024-01-25 10:34:28 | drug |
| 4272 | 857acaa2-cf44-4d82-9d86-d78961716631 | drug  | 2024-01-25 10:34:31 | /openmrs/ws/rest/v1/reference-data/drug/67df1ba0-6a7b-4072-a4d7-846b7d71a22a | /openmrs/ws/rest/v1/reference-data/drug/67df1ba0-6a7b-4072-a4d7-846b7d71a22a | drug     | 2024-01-25 10:34:30 | drug |
| 4273 | 8ea6d662-7978-42e3-834d-a6b1096fcd53 | drug  | 2024-01-25 10:34:34 | /openmrs/ws/rest/v1/reference-data/drug/46456285-1462-49b3-aa99-c6fcfa3c615b | /openmrs/ws/rest/v1/reference-data/drug/46456285-1462-49b3-aa99-c6fcfa3c615b | drug     | 2024-01-25 10:34:33 | drug |
| 4274 | af72d939-dde6-4fae-8762-74c42a5e0f3c | drug  | 2024-01-25 11:35:59 | /openmrs/ws/rest/v1/reference-data/drug/35973e2c-e42b-4fbd-8add-5c7383546e8a | /openmrs/ws/rest/v1/reference-data/drug/35973e2c-e42b-4fbd-8add-5c7383546e8a | drug     | 2024-01-25 11:35:59 | drug |
| 4275 | ff91add0-8c47-489c-bf43-143965b23ab6 | drug  | 2024-01-25 11:36:02 | /openmrs/ws/rest/v1/reference-data/drug/c8dd984e-5f90-47be-acbc-b452d8109ab3 | /openmrs/ws/rest/v1/reference-data/drug/c8dd984e-5f90-47be-acbc-b452d8109ab3 | drug     | 2024-01-25 11:36:01 | drug |
| 4276 | 33e21f1d-871f-4f7d-a641-bcd137a356c1 | drug  | 2024-01-25 11:36:04 | /openmrs/ws/rest/v1/reference-data/drug/352117ab-63d7-41d7-8a12-6c030d4c44af | /openmrs/ws/rest/v1/reference-data/drug/352117ab-63d7-41d7-8a12-6c030d4c44af | drug     | 2024-01-25 11:36:04 | drug |
| 4277 | 4aa9bb4c-dfd6-424d-9a75-f363f8d661cc | drug  | 2024-01-25 11:36:07 | /openmrs/ws/rest/v1/reference-data/drug/3f069452-35db-4b46-893b-dfca485d5425 | /openmrs/ws/rest/v1/reference-data/drug/3f069452-35db-4b46-893b-dfca485d5425 | drug     | 2024-01-25 11:36:06 | drug |
| 4278 | 1c419d7e-3599-4398-befc-004955759d6b | drug  | 2024-01-25 11:36:10 | /openmrs/ws/rest/v1/reference-data/drug/61ff0399-f86b-424f-af8b-87bcaed84d73 | /openmrs/ws/rest/v1/reference-data/drug/61ff0399-f86b-424f-af8b-87bcaed84d73 | drug     | 2024-01-25 11:36:09 | drug |
| 4279 | 8537ef4f-bc97-4062-90ae-48da41a46551 | drug  | 2024-01-25 11:36:12 | /openmrs/ws/rest/v1/reference-data/drug/b1842876-b342-4d0c-a60f-937b9d21cf3e | /openmrs/ws/rest/v1/reference-data/drug/b1842876-b342-4d0c-a60f-937b9d21cf3e | drug     | 2024-01-25 11:36:12 | drug |
| 4280 | 50b2a0b9-99fa-48ba-871a-16f39e53aa8c | drug  | 2024-01-25 11:36:15 | /openmrs/ws/rest/v1/reference-data/drug/1f3a40ce-ec91-4df3-8f69-439a4f91615a | /openmrs/ws/rest/v1/reference-data/drug/1f3a40ce-ec91-4df3-8f69-439a4f91615a | drug     | 2024-01-25 11:36:15 | drug |
| 4281 | d5c40410-4f5e-4946-9efb-099fe490d024 | drug  | 2024-01-25 11:52:15 | /openmrs/ws/rest/v1/reference-data/drug/1f3a40ce-ec91-4df3-8f69-439a4f91615a | /openmrs/ws/rest/v1/reference-data/drug/1f3a40ce-ec91-4df3-8f69-439a4f91615a | drug     | 2024-01-25 11:52:14 | drug |
| 4282 | 0cb0e47a-c8ce-47a8-93de-a04b86eee863 | drug  | 2024-01-25 12:01:33 | /openmrs/ws/rest/v1/reference-data/drug/1f3a40ce-ec91-4df3-8f69-439a4f91615a | /openmrs/ws/rest/v1/reference-data/drug/1f3a40ce-ec91-4df3-8f69-439a4f91615a | drug     | 2024-01-25 12:01:32 | drug |
| 4283 | 1edd2f1d-a0a5-441b-b29f-41ff399e3e0d | drug  | 2024-01-25 12:02:12 | /openmrs/ws/rest/v1/reference-data/drug/318dc4fd-9fba-4224-8ba8-df34b6d3ffe4 | /openmrs/ws/rest/v1/reference-data/drug/318dc4fd-9fba-4224-8ba8-df34b6d3ffe4 | drug     | 2024-01-25 12:02:12 | drug |
| 4284 | 98288e1a-56c2-496c-974d-397de3232e94 | drug  | 2024-01-25 12:06:12 | /openmrs/ws/rest/v1/reference-data/drug/5056e02c-260f-4ac4-bf85-dc24439b2208 | /openmrs/ws/rest/v1/reference-data/drug/5056e02c-260f-4ac4-bf85-dc24439b2208 | drug     | 2024-01-25 12:06:12 | drug |
| 4285 | 28db6596-1012-46ca-a69a-d3673aa63ec3 | drug  | 2024-01-25 12:07:10 | /openmrs/ws/rest/v1/reference-data/drug/baf9328d-b36a-4b7d-a2ab-2ce40b241537 | /openmrs/ws/rest/v1/reference-data/drug/baf9328d-b36a-4b7d-a2ab-2ce40b241537 | drug     | 2024-01-25 12:07:10 | drug |
| 4286 | 13744b01-62b6-47f5-8e46-8baae6923198 | drug  | 2024-01-25 12:07:38 | /openmrs/ws/rest/v1/reference-data/drug/44580ce7-7d17-4d88-81fe-18b4f7c55135 | /openmrs/ws/rest/v1/reference-data/drug/44580ce7-7d17-4d88-81fe-18b4f7c55135 | drug     | 2024-01-25 12:07:37 | drug |
| 4287 | 4746c2e8-8a92-4f6c-a21e-4f582ed44ef8 | drug  | 2024-01-25 12:08:05 | /openmrs/ws/rest/v1/reference-data/drug/e38870e8-e34d-4724-af71-2e18e6886209 | /openmrs/ws/rest/v1/reference-data/drug/e38870e8-e34d-4724-af71-2e18e6886209 | drug     | 2024-01-25 12:08:04 | drug |
| 4288 | a8f5ecef-43f7-4f2c-8dc7-4a4d784ac6e5 | drug  | 2024-01-25 12:08:47 | /openmrs/ws/rest/v1/reference-data/drug/376085be-0507-48c6-b285-a6a422c3d07d | /openmrs/ws/rest/v1/reference-data/drug/376085be-0507-48c6-b285-a6a422c3d07d | drug     | 2024-01-25 12:08:47 | drug |
| 4289 | fc1cbd50-000a-488e-9c11-acc9ccdaa103 | drug  | 2024-01-25 12:09:12 | /openmrs/ws/rest/v1/reference-data/drug/376085be-0507-48c6-b285-a6a422c3d07d | /openmrs/ws/rest/v1/reference-data/drug/376085be-0507-48c6-b285-a6a422c3d07d | drug     | 2024-01-25 12:09:11 | drug |
| 4290 | 473f6795-1c64-40b8-b767-8f37806ea9be | drug  | 2024-01-25 12:10:05 | /openmrs/ws/rest/v1/reference-data/drug/28d167d7-2b45-42bc-a3b0-14db51e2b114 | /openmrs/ws/rest/v1/reference-data/drug/28d167d7-2b45-42bc-a3b0-14db51e2b114 | drug     | 2024-01-25 12:10:04 | drug |
| 4291 | f4412dac-7bad-4688-bd3e-f88579949f80 | drug  | 2024-01-25 12:10:44 | /openmrs/ws/rest/v1/reference-data/drug/67df1ba0-6a7b-4072-a4d7-846b7d71a22a | /openmrs/ws/rest/v1/reference-data/drug/67df1ba0-6a7b-4072-a4d7-846b7d71a22a | drug     | 2024-01-25 12:10:44 | drug |
| 4292 | 291989fe-252d-403b-87f0-cbcd758b9a35 | drug  | 2024-01-25 12:11:15 | /openmrs/ws/rest/v1/reference-data/drug/7b680c12-a972-49e6-89a0-b91b46996f28 | /openmrs/ws/rest/v1/reference-data/drug/7b680c12-a972-49e6-89a0-b91b46996f28 | drug     | 2024-01-25 12:11:14 | drug |
| 4293 | 1e76eadc-bca8-4c5b-a422-93ea1e771e2a | drug  | 2024-01-25 12:11:43 | /openmrs/ws/rest/v1/reference-data/drug/b760c205-5de9-457e-a01b-6ba75a51498a | /openmrs/ws/rest/v1/reference-data/drug/b760c205-5de9-457e-a01b-6ba75a51498a | drug     | 2024-01-25 12:11:43 | drug |
| 4294 | 3bae9a19-de06-4741-b40d-a80f0ae1d005 | drug  | 2024-01-25 12:12:32 | /openmrs/ws/rest/v1/reference-data/drug/46456285-1462-49b3-aa99-c6fcfa3c615b | /openmrs/ws/rest/v1/reference-data/drug/46456285-1462-49b3-aa99-c6fcfa3c615b | drug     | 2024-01-25 12:12:31 | drug |
| 4295 | e32cef72-7ce5-4c62-b8c5-da78bb53512f | drug  | 2024-01-25 12:13:56 | /openmrs/ws/rest/v1/reference-data/drug/2b7fe3c9-67ac-485b-8d01-a5cbff5eb4de | /openmrs/ws/rest/v1/reference-data/drug/2b7fe3c9-67ac-485b-8d01-a5cbff5eb4de | drug     | 2024-01-25 12:13:55 | drug |
| 4296 | 89311e6e-5fae-4a5f-aaaf-4954ad1a432a | drug  | 2024-01-25 12:15:26 | /openmrs/ws/rest/v1/reference-data/drug/c8dd984e-5f90-47be-acbc-b452d8109ab3 | /openmrs/ws/rest/v1/reference-data/drug/c8dd984e-5f90-47be-acbc-b452d8109ab3 | drug     | 2024-01-25 12:15:26 | drug |
| 4297 | a92cddac-0e80-4180-8402-dd20e13eafad | drug  | 2024-01-25 12:16:23 | /openmrs/ws/rest/v1/reference-data/drug/352117ab-63d7-41d7-8a12-6c030d4c44af | /openmrs/ws/rest/v1/reference-data/drug/352117ab-63d7-41d7-8a12-6c030d4c44af | drug     | 2024-01-25 12:16:22 | drug |
| 4298 | 5724f217-d94d-4deb-8f67-562aaf7f23a8 | drug  | 2024-01-25 12:16:45 | /openmrs/ws/rest/v1/reference-data/drug/3f069452-35db-4b46-893b-dfca485d5425 | /openmrs/ws/rest/v1/reference-data/drug/3f069452-35db-4b46-893b-dfca485d5425 | drug     | 2024-01-25 12:16:44 | drug |
| 4299 | 3cb87d58-3d14-430f-bba9-1533c1c9fcf3 | drug  | 2024-01-25 12:17:15 | /openmrs/ws/rest/v1/reference-data/drug/61ff0399-f86b-424f-af8b-87bcaed84d73 | /openmrs/ws/rest/v1/reference-data/drug/61ff0399-f86b-424f-af8b-87bcaed84d73 | drug     | 2024-01-25 12:17:15 | drug |
| 4300 | f843474f-d7dc-4f16-a413-309e67ff42da | drug  | 2024-01-25 12:17:32 | /openmrs/ws/rest/v1/reference-data/drug/b1842876-b342-4d0c-a60f-937b9d21cf3e | /openmrs/ws/rest/v1/reference-data/drug/b1842876-b342-4d0c-a60f-937b9d21cf3e | drug     | 2024-01-25 12:17:32 | drug |
| 4301 | cc72fdf4-51ed-493e-8dd0-f6e479dceb20 | drug  | 2024-01-25 12:22:37 | /openmrs/ws/rest/v1/reference-data/drug/4b481b13-f3ef-4788-8a32-c4ddbf382cf9 | /openmrs/ws/rest/v1/reference-data/drug/4b481b13-f3ef-4788-8a32-c4ddbf382cf9 | drug     | 2024-01-25 12:22:37 | drug |
| 4302 | 44b202e3-fc01-4e76-ab6c-38e775c484b4 | drug  | 2024-01-25 12:22:40 | /openmrs/ws/rest/v1/reference-data/drug/f8aefdf9-0046-4bd6-af51-738451a74037 | /openmrs/ws/rest/v1/reference-data/drug/f8aefdf9-0046-4bd6-af51-738451a74037 | drug     | 2024-01-25 12:22:40 | drug |
| 4303 | d224a33e-746d-424c-954e-59d2b89fac05 | drug  | 2024-01-25 12:22:43 | /openmrs/ws/rest/v1/reference-data/drug/9317b01a-4a6b-4336-94ce-90f50a27f0b8 | /openmrs/ws/rest/v1/reference-data/drug/9317b01a-4a6b-4336-94ce-90f50a27f0b8 | drug     | 2024-01-25 12:22:43 | drug |
| 4304 | 9d361c67-7944-41ed-8e54-eb49400db31f | drug  | 2024-01-25 12:23:45 | /openmrs/ws/rest/v1/reference-data/drug/4b481b13-f3ef-4788-8a32-c4ddbf382cf9 | /openmrs/ws/rest/v1/reference-data/drug/4b481b13-f3ef-4788-8a32-c4ddbf382cf9 | drug     | 2024-01-25 12:23:44 | drug |
| 4305 | 9d171f69-cf21-4959-bfcf-4c0df69da909 | drug  | 2024-01-25 12:24:21 | /openmrs/ws/rest/v1/reference-data/drug/f8aefdf9-0046-4bd6-af51-738451a74037 | /openmrs/ws/rest/v1/reference-data/drug/f8aefdf9-0046-4bd6-af51-738451a74037 | drug     | 2024-01-25 12:24:20 | drug |
| 4306 | 7de3ab53-13f3-4b5b-bd45-82c8d3c8d1df | drug  | 2024-01-25 12:27:37 | /openmrs/ws/rest/v1/reference-data/drug/9317b01a-4a6b-4336-94ce-90f50a27f0b8 | /openmrs/ws/rest/v1/reference-data/drug/9317b01a-4a6b-4336-94ce-90f50a27f0b8 | drug     | 2024-01-25 12:27:37 | drug |
| 4501 | e1ac27bd-8288-4f5f-933a-9d0bdffad3c8 | drug  | 2024-01-26 11:55:11 | /openmrs/ws/rest/v1/reference-data/drug/c598e058-70d9-457a-8df8-c7608ed30c52 | /openmrs/ws/rest/v1/reference-data/drug/c598e058-70d9-457a-8df8-c7608ed30c52 | drug     | 2024-01-26 11:55:10 | drug |
| 4502 | 9bef2616-602f-432a-9224-30e86ba50826 | drug  | 2024-01-26 11:55:13 | /openmrs/ws/rest/v1/reference-data/drug/47bee4c9-93c4-4ec7-afc4-e0b7fac51357 | /openmrs/ws/rest/v1/reference-data/drug/47bee4c9-93c4-4ec7-afc4-e0b7fac51357 | drug     | 2024-01-26 11:55:13 | drug |
| 4503 | aea6b4b1-f013-4273-979f-ff823ca21ce9 | drug  | 2024-01-26 11:55:16 | /openmrs/ws/rest/v1/reference-data/drug/5a2318b9-6b44-415e-b40e-e97761f8e9e8 | /openmrs/ws/rest/v1/reference-data/drug/5a2318b9-6b44-415e-b40e-e97761f8e9e8 | drug     | 2024-01-26 11:55:15 | drug |
| 4504 | 12c45420-ce54-4b92-849e-fa1154b9d3ac | drug  | 2024-01-26 11:59:52 | /openmrs/ws/rest/v1/reference-data/drug/9e188eeb-9c50-45f2-836d-07edd6369e97 | /openmrs/ws/rest/v1/reference-data/drug/9e188eeb-9c50-45f2-836d-07edd6369e97 | drug     | 2024-01-26 11:59:51 | drug |
| 4505 | a944f1fa-218d-4aca-b2f1-89918897ea3e | drug  | 2024-01-26 11:59:54 | /openmrs/ws/rest/v1/reference-data/drug/f3de7ab6-0809-4a8b-8ab2-92c67963f090 | /openmrs/ws/rest/v1/reference-data/drug/f3de7ab6-0809-4a8b-8ab2-92c67963f090 | drug     | 2024-01-26 11:59:54 | drug |
| 4506 | 32364f4a-4062-4231-8198-30a3e4e215d7 | drug  | 2024-01-26 11:59:57 | /openmrs/ws/rest/v1/reference-data/drug/d5b8af74-eee0-4887-8648-bfaae3e44291 | /openmrs/ws/rest/v1/reference-data/drug/d5b8af74-eee0-4887-8648-bfaae3e44291 | drug     | 2024-01-26 11:59:56 | drug |
| 4507 | 80ba7add-5006-4181-bdc1-70eda0863ef3 | drug  | 2024-01-26 11:59:59 | /openmrs/ws/rest/v1/reference-data/drug/413fe08d-31b3-4ae2-ab4f-b869d41f5c58 | /openmrs/ws/rest/v1/reference-data/drug/413fe08d-31b3-4ae2-ab4f-b869d41f5c58 | drug     | 2024-01-26 11:59:59 | drug |
| 4508 | 85628974-ebe0-4b42-b07e-5326a0b25295 | drug  | 2024-01-26 12:00:02 | /openmrs/ws/rest/v1/reference-data/drug/569eedad-269e-4da2-9b43-8a287a6cb7e0 | /openmrs/ws/rest/v1/reference-data/drug/569eedad-269e-4da2-9b43-8a287a6cb7e0 | drug     | 2024-01-26 12:00:02 | drug |
| 4509 | 04b79ebc-b008-46e6-be0e-0a7f1065dabd | drug  | 2024-01-26 12:00:06 | /openmrs/ws/rest/v1/reference-data/drug/a2db2b47-f40f-4856-82dd-25dc9fe68ca5 | /openmrs/ws/rest/v1/reference-data/drug/a2db2b47-f40f-4856-82dd-25dc9fe68ca5 | drug     | 2024-01-26 12:00:05 | drug |
| 4510 | ec208d7b-2592-4625-99c3-8d2435b15af0 | drug  | 2024-01-26 12:00:09 | /openmrs/ws/rest/v1/reference-data/drug/7866b229-faa7-4bc0-bd84-8a80cd93e58e | /openmrs/ws/rest/v1/reference-data/drug/7866b229-faa7-4bc0-bd84-8a80cd93e58e | drug     | 2024-01-26 12:00:09 | drug |
| 4511 | a42a13f7-28b9-4770-89dd-313ef8c62c6d | drug  | 2024-01-26 12:00:13 | /openmrs/ws/rest/v1/reference-data/drug/f05ccc05-044c-4ac2-937d-eba432ae7ded | /openmrs/ws/rest/v1/reference-data/drug/f05ccc05-044c-4ac2-937d-eba432ae7ded | drug     | 2024-01-26 12:00:12 | drug |
| 4512 | d3c4f9dd-a9e5-4061-91b5-0c85a087b740 | drug  | 2024-01-26 12:00:16 | /openmrs/ws/rest/v1/reference-data/drug/9686c19b-3076-4480-ad4e-9b57c343554d | /openmrs/ws/rest/v1/reference-data/drug/9686c19b-3076-4480-ad4e-9b57c343554d | drug     | 2024-01-26 12:00:16 | drug |
| 4513 | 9ade3b28-26a2-4233-810e-c6144e122d27 | drug  | 2024-01-26 12:00:19 | /openmrs/ws/rest/v1/reference-data/drug/31ccf320-cc95-4a14-a7fc-82aa2d1f9bfd | /openmrs/ws/rest/v1/reference-data/drug/31ccf320-cc95-4a14-a7fc-82aa2d1f9bfd | drug     | 2024-01-26 12:00:18 | drug |
| 4514 | eb729025-9894-445c-ac0c-a4473fdcd447 | drug  | 2024-01-26 12:00:21 | /openmrs/ws/rest/v1/reference-data/drug/3becea4b-f734-41a2-b0da-01d1059989fe | /openmrs/ws/rest/v1/reference-data/drug/3becea4b-f734-41a2-b0da-01d1059989fe | drug     | 2024-01-26 12:00:21 | drug |
| 4515 | ef1f6842-38da-4d15-b9d9-330271842131 | drug  | 2024-01-26 12:00:24 | /openmrs/ws/rest/v1/reference-data/drug/0b192f4b-2240-4f5a-a235-3f8e3b510bf1 | /openmrs/ws/rest/v1/reference-data/drug/0b192f4b-2240-4f5a-a235-3f8e3b510bf1 | drug     | 2024-01-26 12:00:23 | drug |
| 4516 | f7652c95-7c68-4b17-9fe8-5087030433b3 | drug  | 2024-01-26 12:00:27 | /openmrs/ws/rest/v1/reference-data/drug/15df7665-2bb4-41f8-9382-8d8c93c13042 | /openmrs/ws/rest/v1/reference-data/drug/15df7665-2bb4-41f8-9382-8d8c93c13042 | drug     | 2024-01-26 12:00:26 | drug |
| 4517 | 2cb50df6-1cbe-46a2-b718-5a0465d67db8 | drug  | 2024-01-26 12:00:29 | /openmrs/ws/rest/v1/reference-data/drug/62aacbd5-8f85-49c7-9537-750dd50142dc | /openmrs/ws/rest/v1/reference-data/drug/62aacbd5-8f85-49c7-9537-750dd50142dc | drug     | 2024-01-26 12:00:29 | drug |
| 4518 | 1c2da352-62cf-4b45-badd-ca1841e19a73 | drug  | 2024-01-26 12:00:32 | /openmrs/ws/rest/v1/reference-data/drug/5574de32-265a-48c7-a8c2-01d79a01bb4a | /openmrs/ws/rest/v1/reference-data/drug/5574de32-265a-48c7-a8c2-01d79a01bb4a | drug     | 2024-01-26 12:00:31 | drug |
| 4519 | e8b9d49b-ad3a-4ad6-9363-b9dd9d14e30c | drug  | 2024-01-26 12:00:36 | /openmrs/ws/rest/v1/reference-data/drug/01094d09-a521-4856-95e7-ead2a468b6ad | /openmrs/ws/rest/v1/reference-data/drug/01094d09-a521-4856-95e7-ead2a468b6ad | drug     | 2024-01-26 12:00:35 | drug |
| 4520 | 0e85b24e-c796-4439-9d75-7b865b685e9f | drug  | 2024-01-26 12:00:38 | /openmrs/ws/rest/v1/reference-data/drug/18a6b7db-d978-46d2-885e-3c16b62b633c | /openmrs/ws/rest/v1/reference-data/drug/18a6b7db-d978-46d2-885e-3c16b62b633c | drug     | 2024-01-26 12:00:38 | drug |
| 4521 | 9f601bdc-f0d0-4fae-a88a-422ef8299ce3 | drug  | 2024-01-26 12:00:41 | /openmrs/ws/rest/v1/reference-data/drug/989c28af-9f31-4c0b-8af3-630515bfb348 | /openmrs/ws/rest/v1/reference-data/drug/989c28af-9f31-4c0b-8af3-630515bfb348 | drug     | 2024-01-26 12:00:41 | drug |
| 4522 | 159bebc9-463d-493d-8423-5ce16fb0e211 | drug  | 2024-01-26 12:00:45 | /openmrs/ws/rest/v1/reference-data/drug/81ea693d-c4ed-492b-8fa1-6e38405aa1fe | /openmrs/ws/rest/v1/reference-data/drug/81ea693d-c4ed-492b-8fa1-6e38405aa1fe | drug     | 2024-01-26 12:00:45 | drug |
| 4523 | 5e31f96b-8d14-495e-9933-d6485abf6a91 | drug  | 2024-01-26 12:00:48 | /openmrs/ws/rest/v1/reference-data/drug/5ffad6b4-8fd4-47f3-a105-a3f10444f461 | /openmrs/ws/rest/v1/reference-data/drug/5ffad6b4-8fd4-47f3-a105-a3f10444f461 | drug     | 2024-01-26 12:00:47 | drug |
| 4524 | 2f1fa3d5-ba67-45c7-a693-9f47f4938818 | drug  | 2024-01-26 12:00:50 | /openmrs/ws/rest/v1/reference-data/drug/a8355d69-8b83-4fa1-8e9c-98984e4d9230 | /openmrs/ws/rest/v1/reference-data/drug/a8355d69-8b83-4fa1-8e9c-98984e4d9230 | drug     | 2024-01-26 12:00:50 | drug |
| 4525 | b68a88a4-231a-485c-8d85-6c3fc7dec126 | drug  | 2024-01-26 12:00:53 | /openmrs/ws/rest/v1/reference-data/drug/0b531c4a-21c4-4f07-bcf7-60b56944c016 | /openmrs/ws/rest/v1/reference-data/drug/0b531c4a-21c4-4f07-bcf7-60b56944c016 | drug     | 2024-01-26 12:00:52 | drug |
| 4526 | cfef44d6-bd26-4346-ae0e-003adc6d6c17 | drug  | 2024-01-26 12:00:55 | /openmrs/ws/rest/v1/reference-data/drug/4d638b12-2963-412f-899e-cbb01937778a | /openmrs/ws/rest/v1/reference-data/drug/4d638b12-2963-412f-899e-cbb01937778a | drug     | 2024-01-26 12:00:55 | drug |
